Experiment	STML
1.0018103499999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.18844895e-08	395100000	8.0	1070.074784722909
1.001889975e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.188393875e-08	395400000	2.0	1070.487310819183
1.001844775e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.18822265e-08	395700000	13.0	1070.8998226586468
1.001865425e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1881562e-08	396000000	-1.0	1071.31232023614
1.001899475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.188088e-08	396300000	1.0	1071.7248035465022
1.00182795e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187981749999999e-08	396600000	-1.0	1072.1372725845736
1.0018614500000001e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187950500000001e-08	396900000	4.0	1072.5497273451954
1.0018178e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.18786505e-08	397200000	13.0	1072.962167823209
1.00178265e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187769324999999e-08	397500000	11.0	1073.374594013457
1.001831575e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187712625e-08	397800000	1.0	1073.7870059107831
1.0018878749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1876526e-08	398100000	4.0	1074.1994035100308
1.001840625e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187612475e-08	398400000	11.0	1074.6117868060453
1.00184645e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.18745915e-08	398700000	7.0	1075.0241557936708
1.001898475e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.1874057e-08	399000000	-17.0	1075.436510467754
1.001783125e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187357725e-08	399300000	14.0	1075.8488508231417
1.0018374249999998e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187249025e-08	399600000	19.0	1076.2611768546808
1.0019248249999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187163575e-08	399900000	5.0	1076.6734885572193
1.00181525e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.187100325e-08	400200000	-1.0	1077.085785925607
1.0018194e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.18702145e-08	400500000	10.0	1077.4980689546924
1.0018210749999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.186936925e-08	400800000	-13.0	1077.9103376393261
1.001881275e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.186870100000001e-08	401100000	3.0	1078.3225919743593
1.0017906999999999e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.186807050000001e-08	401400000	7.0	1078.7348319546427
1.001880875e-10	1.0	2.8620942e-08	-3.1165595e-08	-7.186709724999999e-08	401700000	17.0	1079.1470575750295
